YEAR,DATA_VALUE,CATEGORY,INDICATOR_NAME,INDICATOR_TYPE
2007,3.214491743,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2008,4.360974732,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2009,2.474529084,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2010,3.161504301,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2011,4.253739795,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2012,4.308737562,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2013,4.099303808,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2014,3.745559393,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2015,2.198765278,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2016,1.778984049,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2017,2.135965918,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2018,2.650454149,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2019,2.4064956,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2020,1.525268522,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2021,2.422482575,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2022,4.065641121,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2023,2.98355875,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2024,2.494763295,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
2025,2.329,Commercial,AVGANNUAL_DIESEL_PRICE2025dols,Socioeconomic
1996,4.380471347,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1997,4.514359275,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1998,4.656998582,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1999,4.027623752,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2000,3.646995367,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2001,3.644156162,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2002,3.430320539,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2003,3.448490023,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2004,3.625983618,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2005,3.691725157,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2006,4.439993452,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2007,4.861154804,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2008,4.522645167,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2009,4.166313718,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2010,4.840440949,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2011,4.524454184,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2012,4.060125028,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2013,4.63695121,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2014,4.542204029,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2015,4.597782705,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2016,5.599779522,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2017,4.950493597,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2018,4.026229586,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2019,4.448848931,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2020,3.553530324,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2021,3.696886286,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2022,3.165984831,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2023,2.407980823,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2024,2.293870458,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2025,2.427286954,Commercial,AVGPRICE_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1996,17996.75679,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1997,15205.39006,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1998,16209.77873,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1999,16303.02389,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2000,16666.80531,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2001,18888.48103,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2002,20817.80472,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2003,22230.62534,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2004,22053.09804,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2005,24617.30048,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2006,23896.08367,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2007,17522.22307,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2008,16752.79812,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2009,14193.19502,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2010,15704.72797,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2011,18406.42358,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2012,20052.73099,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2013,19044.35222,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2014,16729.34305,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2015,16473.04935,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2016,18546.81911,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2017,18437.96784,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2018,20178.05248,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2019,27971.48664,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2020,25110.26146,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2021,28162.33939,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2022,26453.36429,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2023,25949.77665,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2024,30267.73981,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
2025,33873.4898,Commercial,AVGVESREVperYr_WITCH(GRAY SOLE)FLOUNDER_2025_DOLlb,Socioeconomic
1996,4604769,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
1997,3916269,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
1998,4076874,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
1999,4684484,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2000,5407864,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2001,6688407,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2002,7032713,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2003,6959764,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2004,6456073,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2005,5884247,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2006,4144352,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2007,2371833,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2008,2225009,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2009,2104679,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2010,1674062,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2011,1918724,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2012,2288529,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2013,1513219,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2014,1254719,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2015,1084541,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2016,875447,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2017,982605,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2018,1319910,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2019,1763144,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2020,1901084,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2021,1787609,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2022,1683362,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2023,2043256,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2024,2307077,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
2025,2294017,Commercial,Commercial_WITCH(GRAY SOLE)FLOUNDER_Landings_LBS,Socioeconomic
1996,815,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
1997,805,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
1998,740,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
1999,736,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2000,750,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2001,726,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2002,703,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2003,708,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2004,658,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2005,570,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2006,523,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2007,485,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2008,456,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2009,416,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2010,346,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2011,303,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2012,293,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2013,267,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2014,250,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2015,223,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2016,190,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2017,173,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2018,156,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2019,137,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2020,150,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2021,130,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2022,117,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2023,111,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2024,111,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
2025,98,Commercial,N_Commercial_Vessels_Landing_WITCH(GRAY SOLE)FLOUNDER,Socioeconomic
1996,14667356.78,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
1997,12240339,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
1998,11995236.26,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
1999,11999025.59,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2000,12500103.98,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2001,13713037.23,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2002,14634916.72,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2003,15739282.74,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2004,14510938.51,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2005,14031861.28,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2006,12497651.76,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2007,8498278.189,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2008,7639275.941,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2009,5904369.127,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2010,5433835.877,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2011,5577146.345,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2012,5875450.181,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2013,5084842.044,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2014,4182335.762,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2015,3673490.005,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2016,3523895.63,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2017,3189768.437,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2018,3147776.186,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2019,3832093.67,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2020,3766539.219,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2021,3661104.121,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2022,3095043.622,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2023,2880425.208,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2024,3359719.119,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
2025,3319602,Commercial,TOTALANNUALREV_WITCH(GRAY SOLE)FLOUNDER_2025Dols,Socioeconomic
